Fecha,Grupo de edad,variable,value
2020-03-19,0-9,Graves,0.0
2020-03-20,0-9,Graves,0.0
2020-03-21,0-9,Graves,0.0
2020-03-22,0-9,Graves,0.0
2020-03-23,0-9,Graves,0.0
2020-03-24,0-9,Graves,0.0
2020-03-25,0-9,Graves,0.0
2020-03-26,0-9,Graves,0.0
2020-03-27,0-9,Graves,0.0
2020-03-28,0-9,Graves,0.0
2020-03-29,0-9,Graves,0.0
2020-03-30,0-9,Graves,0.0
2020-03-31,0-9,Graves,0.0
2020-04-01,0-9,Graves,0.0
2020-04-02,0-9,Graves,0.0
2020-04-03,0-9,Graves,0.0
2020-04-04,0-9,Graves,0.0
2020-04-05,0-9,Graves,0.0
2020-04-06,0-9,Graves,0.0
2020-04-07,0-9,Graves,0.0
2020-04-08,0-9,Graves,0.0
2020-04-09,0-9,Graves,0.0
2020-04-10,0-9,Graves,0.0
2020-04-11,0-9,Graves,0.0
2020-04-12,0-9,Graves,0.0
2020-04-13,0-9,Graves,0.0
2020-04-14,0-9,Graves,0.0
2020-04-15,0-9,Graves,0.0
2020-04-16,0-9,Graves,0.0
2020-04-17,0-9,Graves,0.0
2020-04-18,0-9,Graves,0.0
2020-04-19,0-9,Graves,0.0
2020-04-20,0-9,Graves,0.0
2020-04-21,0-9,Graves,0.0
2020-04-22,0-9,Graves,0.0
2020-04-23,0-9,Graves,0.0
2020-04-24,0-9,Graves,0.0
2020-04-25,0-9,Graves,0.0
2020-04-26,0-9,Graves,0.0
2020-04-27,0-9,Graves,0.0
2020-04-28,0-9,Graves,0.0
2020-04-29,0-9,Graves,0.0
2020-04-30,0-9,Graves,0.0
2020-05-01,0-9,Graves,0.0
2020-05-02,0-9,Graves,0.0
2020-05-03,0-9,Graves,0.0
2020-05-04,0-9,Graves,0.0
2020-05-05,0-9,Graves,0.0
2020-05-06,0-9,Graves,0.0
2020-05-07,0-9,Graves,0.0
2020-05-08,0-9,Graves,0.0
2020-05-09,0-9,Graves,0.0
2020-05-10,0-9,Graves,0.0
2020-05-11,0-9,Graves,0.0
2020-05-12,0-9,Graves,0.0
2020-05-13,0-9,Graves,0.0
2020-05-14,0-9,Graves,0.0
2020-05-15,0-9,Graves,0.0
2020-05-16,0-9,Graves,0.0
2020-05-17,0-9,Graves,0.0
2020-05-18,0-9,Graves,0.0
2020-05-19,0-9,Graves,0.0
2020-05-20,0-9,Graves,0.0
2020-05-21,0-9,Graves,0.0
2020-05-22,0-9,Graves,0.0
2020-05-23,0-9,Graves,0.0
2020-05-24,0-9,Graves,0.0
2020-05-25,0-9,Graves,0.0
2020-05-26,0-9,Graves,0.0
2020-05-27,0-9,Graves,0.0
2020-05-28,0-9,Graves,0.0
2020-05-29,0-9,Graves,0.0
2020-05-30,0-9,Graves,0.0
2020-05-31,0-9,Graves,0.0
2020-06-01,0-9,Graves,0.0
2020-06-02,0-9,Graves,0.0
2020-06-03,0-9,Graves,0.0
2020-06-04,0-9,Graves,0.0
2020-06-05,0-9,Graves,0.0
2020-06-06,0-9,Graves,0.0
2020-06-07,0-9,Graves,0.0
2020-06-08,0-9,Graves,0.0
2020-06-09,0-9,Graves,0.0
2020-06-10,0-9,Graves,0.0
2020-06-11,0-9,Graves,0.0
2020-06-12,0-9,Graves,0.0
2020-06-13,0-9,Graves,0.0
2020-06-14,0-9,Graves,0.0
2020-06-15,0-9,Graves,0.0
2020-06-16,0-9,Graves,0.0
2020-06-17,0-9,Graves,0.0
2020-06-18,0-9,Graves,0.0
2020-06-19,0-9,Graves,0.0
2020-06-20,0-9,Graves,0.0
2020-06-21,0-9,Graves,0.0
2020-06-22,0-9,Graves,0.0
2020-06-23,0-9,Graves,0.0
2020-06-24,0-9,Graves,0.0
2020-06-25,0-9,Graves,0.0
2020-06-26,0-9,Graves,0.0
2020-06-27,0-9,Graves,0.0
2020-06-28,0-9,Graves,0.0
2020-06-29,0-9,Graves,0.0
2020-06-30,0-9,Graves,0.0
2020-07-01,0-9,Graves,0.0
2020-07-02,0-9,Graves,0.0
2020-07-03,0-9,Graves,0.0
2020-07-04,0-9,Graves,0.0
2020-07-05,0-9,Graves,0.0
2020-07-06,0-9,Graves,0.0
2020-07-07,0-9,Graves,0.0
2020-07-08,0-9,Graves,0.0
2020-07-09,0-9,Graves,0.0
2020-07-10,0-9,Graves,0.0
2020-07-11,0-9,Graves,0.0
2020-07-12,0-9,Graves,0.0
2020-07-13,0-9,Graves,0.0
2020-07-14,0-9,Graves,0.0
2020-07-15,0-9,Graves,0.0
2020-07-16,0-9,Graves,0.0
2020-07-17,0-9,Graves,0.0
2020-07-18,0-9,Graves,0.0
2020-07-19,0-9,Graves,0.0
2020-07-20,0-9,Graves,0.0
2020-07-21,0-9,Graves,0.0
2020-07-22,0-9,Graves,0.0
2020-07-23,0-9,Graves,0.0
2020-07-24,0-9,Graves,0.0
2020-07-25,0-9,Graves,0.0
2020-07-26,0-9,Graves,0.0
2020-07-27,0-9,Graves,0.0
2020-07-28,0-9,Graves,0.0
2020-07-29,0-9,Graves,0.0
2020-07-30,0-9,Graves,0.0
2020-07-31,0-9,Graves,0.0
2020-08-01,0-9,Graves,0.0
2020-08-02,0-9,Graves,0.0
2020-08-03,0-9,Graves,0.0
2020-08-04,0-9,Graves,0.0
2020-08-05,0-9,Graves,0.0
2020-08-06,0-9,Graves,0.0
2020-08-07,0-9,Graves,0.0
2020-08-08,0-9,Graves,0.0
2020-08-09,0-9,Graves,0.0
2020-08-10,0-9,Graves,0.0
2020-08-11,0-9,Graves,0.0
2020-08-12,0-9,Graves,0.0
2020-08-13,0-9,Graves,0.0
2020-08-14,0-9,Graves,0.0
2020-08-15,0-9,Graves,0.0
2020-08-16,0-9,Graves,0.0
2020-08-17,0-9,Graves,0.0
2020-08-18,0-9,Graves,0.0
2020-08-19,0-9,Graves,0.0
2020-08-20,0-9,Graves,0.0
2020-08-21,0-9,Graves,0.0
2020-08-22,0-9,Graves,0.0
2020-08-23,0-9,Graves,0.0
2020-08-24,0-9,Graves,0.0
2020-08-25,0-9,Graves,0.0
2020-08-26,0-9,Graves,0.0
2020-08-27,0-9,Graves,0.0
2020-08-28,0-9,Graves,0.0
2020-08-29,0-9,Graves,0.0
2020-08-30,0-9,Graves,0.0
2020-08-31,0-9,Graves,0.0
2020-09-01,0-9,Graves,0.0
2020-09-02,0-9,Graves,0.0
2020-09-03,0-9,Graves,0.0
2020-09-04,0-9,Graves,0.0
2020-09-05,0-9,Graves,0.0
2020-09-06,0-9,Graves,0.0
2020-09-07,0-9,Graves,0.0
2020-09-08,0-9,Graves,0.0
2020-09-09,0-9,Graves,0.0
2020-09-10,0-9,Graves,0.0
2020-09-11,0-9,Graves,0.0
2020-09-12,0-9,Graves,0.0
2020-09-13,0-9,Graves,0.0
2020-09-14,0-9,Graves,0.0
2020-09-15,0-9,Graves,0.0
2020-09-16,0-9,Graves,0.0
2020-09-17,0-9,Graves,0.0
2020-09-18,0-9,Graves,0.0
2020-09-19,0-9,Graves,0.0
2020-09-20,0-9,Graves,0.0
2020-09-21,0-9,Graves,0.0
2020-03-06,10-19,Graves,0.0
2020-03-07,10-19,Graves,0.0
2020-03-08,10-19,Graves,0.0
2020-03-09,10-19,Graves,0.0
2020-03-10,10-19,Graves,0.0
2020-03-11,10-19,Graves,0.0
2020-03-12,10-19,Graves,0.0
2020-03-13,10-19,Graves,0.0
2020-03-14,10-19,Graves,0.0
2020-03-15,10-19,Graves,0.0
2020-03-16,10-19,Graves,0.0
2020-03-17,10-19,Graves,0.0
2020-03-18,10-19,Graves,0.0
2020-03-19,10-19,Graves,0.0
2020-03-20,10-19,Graves,0.0
2020-03-21,10-19,Graves,0.0
2020-03-22,10-19,Graves,0.0
2020-03-23,10-19,Graves,0.0
2020-03-24,10-19,Graves,0.0
2020-03-25,10-19,Graves,0.0
2020-03-26,10-19,Graves,0.0
2020-03-27,10-19,Graves,0.0
2020-03-28,10-19,Graves,0.0
2020-03-29,10-19,Graves,0.0
2020-03-30,10-19,Graves,0.0
2020-03-31,10-19,Graves,0.0
2020-04-01,10-19,Graves,0.0
2020-04-02,10-19,Graves,0.0
2020-04-03,10-19,Graves,0.0
2020-04-04,10-19,Graves,0.0
2020-04-05,10-19,Graves,0.0
2020-04-06,10-19,Graves,0.0
2020-04-07,10-19,Graves,0.0
2020-04-08,10-19,Graves,0.0
2020-04-09,10-19,Graves,0.0
2020-04-10,10-19,Graves,0.0
2020-04-11,10-19,Graves,0.0
2020-04-12,10-19,Graves,0.0
2020-04-13,10-19,Graves,0.0
2020-04-14,10-19,Graves,0.0
2020-04-15,10-19,Graves,0.0
2020-04-16,10-19,Graves,0.0
2020-04-17,10-19,Graves,0.0
2020-04-18,10-19,Graves,0.0
2020-04-19,10-19,Graves,0.0
2020-04-20,10-19,Graves,0.0
2020-04-21,10-19,Graves,0.0
2020-04-22,10-19,Graves,0.0
2020-04-23,10-19,Graves,0.0
2020-04-24,10-19,Graves,0.0
2020-04-25,10-19,Graves,0.0
2020-04-26,10-19,Graves,0.0
2020-04-27,10-19,Graves,0.0
2020-04-28,10-19,Graves,0.0
2020-04-29,10-19,Graves,0.0
2020-04-30,10-19,Graves,0.0
2020-05-01,10-19,Graves,0.0
2020-05-02,10-19,Graves,0.0
2020-05-03,10-19,Graves,0.0
2020-05-04,10-19,Graves,0.0
2020-05-05,10-19,Graves,0.0
2020-05-06,10-19,Graves,0.0
2020-05-07,10-19,Graves,0.0
2020-05-08,10-19,Graves,0.0
2020-05-09,10-19,Graves,0.0
2020-05-10,10-19,Graves,0.0
2020-05-11,10-19,Graves,0.0
2020-05-12,10-19,Graves,0.0
2020-05-13,10-19,Graves,0.0
2020-05-14,10-19,Graves,0.0
2020-05-15,10-19,Graves,0.0
2020-05-16,10-19,Graves,0.0
2020-05-17,10-19,Graves,0.0
2020-05-18,10-19,Graves,0.0
2020-05-19,10-19,Graves,0.0
2020-05-20,10-19,Graves,0.0
2020-05-21,10-19,Graves,0.0
2020-05-22,10-19,Graves,0.0
2020-05-23,10-19,Graves,0.0
2020-05-24,10-19,Graves,0.0
2020-05-25,10-19,Graves,0.0
2020-05-26,10-19,Graves,0.0
2020-05-27,10-19,Graves,0.0
2020-05-28,10-19,Graves,0.0
2020-05-29,10-19,Graves,0.0
2020-05-30,10-19,Graves,0.0
2020-05-31,10-19,Graves,0.0
2020-06-01,10-19,Graves,0.0
2020-06-02,10-19,Graves,0.0
2020-06-03,10-19,Graves,0.0
2020-06-04,10-19,Graves,0.0
2020-06-05,10-19,Graves,0.0
2020-06-06,10-19,Graves,0.0
2020-06-07,10-19,Graves,0.0
2020-06-08,10-19,Graves,0.0
2020-06-09,10-19,Graves,0.0
2020-06-10,10-19,Graves,0.0
2020-06-11,10-19,Graves,0.0
2020-06-12,10-19,Graves,0.0
2020-06-13,10-19,Graves,0.0
2020-06-14,10-19,Graves,0.0
2020-06-15,10-19,Graves,0.0
2020-06-16,10-19,Graves,0.0
2020-06-17,10-19,Graves,0.0
2020-06-18,10-19,Graves,0.0
2020-06-19,10-19,Graves,0.0
2020-06-20,10-19,Graves,0.0
2020-06-21,10-19,Graves,0.0
2020-06-22,10-19,Graves,0.0
2020-06-23,10-19,Graves,0.0
2020-06-24,10-19,Graves,0.0
2020-06-25,10-19,Graves,0.0
2020-06-26,10-19,Graves,0.0
2020-06-27,10-19,Graves,0.0
2020-06-28,10-19,Graves,0.0
2020-06-29,10-19,Graves,0.0
2020-06-30,10-19,Graves,0.0
2020-07-01,10-19,Graves,0.0
2020-07-02,10-19,Graves,0.0
2020-07-03,10-19,Graves,0.0
2020-07-04,10-19,Graves,0.0
2020-07-05,10-19,Graves,0.0
2020-07-06,10-19,Graves,0.0
2020-07-07,10-19,Graves,0.0
2020-07-08,10-19,Graves,0.0
2020-07-09,10-19,Graves,0.0
2020-07-10,10-19,Graves,0.0
2020-07-11,10-19,Graves,0.0
2020-07-12,10-19,Graves,0.0
2020-07-13,10-19,Graves,0.0
2020-07-14,10-19,Graves,0.0
2020-07-15,10-19,Graves,0.0
2020-07-16,10-19,Graves,0.0
2020-07-17,10-19,Graves,0.0
2020-07-18,10-19,Graves,0.0
2020-07-19,10-19,Graves,0.0
2020-07-20,10-19,Graves,0.0
2020-07-21,10-19,Graves,0.0
2020-07-22,10-19,Graves,0.0
2020-07-23,10-19,Graves,0.0
2020-07-24,10-19,Graves,0.0
2020-07-25,10-19,Graves,0.0
2020-07-26,10-19,Graves,0.0
2020-07-27,10-19,Graves,0.0
2020-07-28,10-19,Graves,0.0
2020-07-29,10-19,Graves,0.0
2020-07-30,10-19,Graves,0.0
2020-07-31,10-19,Graves,0.0
2020-08-01,10-19,Graves,0.0
2020-08-02,10-19,Graves,0.0
2020-08-03,10-19,Graves,0.0
2020-08-04,10-19,Graves,0.0
2020-08-05,10-19,Graves,0.0
2020-08-06,10-19,Graves,0.0
2020-08-07,10-19,Graves,0.0
2020-08-08,10-19,Graves,0.0
2020-08-09,10-19,Graves,0.0
2020-08-10,10-19,Graves,0.0
2020-08-11,10-19,Graves,0.0
2020-08-12,10-19,Graves,0.0
2020-08-13,10-19,Graves,0.0
2020-08-14,10-19,Graves,0.0
2020-08-15,10-19,Graves,0.0
2020-08-16,10-19,Graves,0.0
2020-08-17,10-19,Graves,0.0
2020-08-18,10-19,Graves,0.0
2020-08-19,10-19,Graves,0.0
2020-08-20,10-19,Graves,0.0
2020-08-21,10-19,Graves,0.0
2020-08-22,10-19,Graves,0.0
2020-08-23,10-19,Graves,0.0
2020-08-24,10-19,Graves,0.0
2020-08-25,10-19,Graves,0.0
2020-08-26,10-19,Graves,0.0
2020-08-27,10-19,Graves,0.0
2020-08-28,10-19,Graves,0.0
2020-08-29,10-19,Graves,0.0
2020-08-30,10-19,Graves,0.0
2020-08-31,10-19,Graves,0.0
2020-09-01,10-19,Graves,0.0
2020-09-02,10-19,Graves,0.0
2020-09-03,10-19,Graves,0.0
2020-09-04,10-19,Graves,0.0
2020-09-05,10-19,Graves,0.0
2020-09-06,10-19,Graves,0.0
2020-09-07,10-19,Graves,0.0
2020-09-08,10-19,Graves,0.0
2020-09-09,10-19,Graves,0.0
2020-09-10,10-19,Graves,0.0
2020-09-11,10-19,Graves,0.0
2020-09-12,10-19,Graves,0.0
2020-09-13,10-19,Graves,0.0
2020-09-14,10-19,Graves,0.0
2020-09-15,10-19,Graves,0.0
2020-09-16,10-19,Graves,0.0
2020-09-17,10-19,Graves,0.0
2020-09-18,10-19,Graves,0.0
2020-09-19,10-19,Graves,0.0
2020-09-20,10-19,Graves,0.0
2020-09-21,10-19,Graves,0.0
2020-03-06,20-39,Graves,0.0
2020-03-07,20-39,Graves,0.0
2020-03-08,20-39,Graves,0.0
2020-03-09,20-39,Graves,0.0
2020-03-10,20-39,Graves,0.0
2020-03-11,20-39,Graves,0.0
2020-03-12,20-39,Graves,0.0
2020-03-13,20-39,Graves,0.0
2020-03-14,20-39,Graves,0.0
2020-03-15,20-39,Graves,0.0
2020-03-16,20-39,Graves,0.0
2020-03-17,20-39,Graves,0.0
2020-03-18,20-39,Graves,0.0
2020-03-19,20-39,Graves,0.0
2020-03-20,20-39,Graves,0.0
2020-03-21,20-39,Graves,0.0
2020-03-22,20-39,Graves,0.0
2020-03-23,20-39,Graves,0.0
2020-03-24,20-39,Graves,0.0
2020-03-25,20-39,Graves,0.0
2020-03-26,20-39,Graves,0.0
2020-03-27,20-39,Graves,0.0
2020-03-28,20-39,Graves,0.0
2020-03-29,20-39,Graves,0.0
2020-03-30,20-39,Graves,0.0
2020-03-31,20-39,Graves,0.0
2020-04-01,20-39,Graves,0.0
2020-04-02,20-39,Graves,0.0
2020-04-03,20-39,Graves,0.0
2020-04-04,20-39,Graves,0.0
2020-04-05,20-39,Graves,0.0
2020-04-06,20-39,Graves,0.0
2020-04-07,20-39,Graves,0.0
2020-04-08,20-39,Graves,0.0
2020-04-09,20-39,Graves,0.0
2020-04-10,20-39,Graves,0.0
2020-04-11,20-39,Graves,0.0
2020-04-12,20-39,Graves,0.0
2020-04-13,20-39,Graves,0.0
2020-04-14,20-39,Graves,0.0
2020-04-15,20-39,Graves,0.0
2020-04-16,20-39,Graves,0.0
2020-04-17,20-39,Graves,0.0
2020-04-18,20-39,Graves,0.0
2020-04-19,20-39,Graves,0.0
2020-04-20,20-39,Graves,0.0
2020-04-21,20-39,Graves,0.0
2020-04-22,20-39,Graves,0.0
2020-04-23,20-39,Graves,0.0
2020-04-24,20-39,Graves,0.0
2020-04-25,20-39,Graves,0.0
2020-04-26,20-39,Graves,0.0
2020-04-27,20-39,Graves,0.0
2020-04-28,20-39,Graves,0.0
2020-04-29,20-39,Graves,0.0
2020-04-30,20-39,Graves,0.0
2020-05-01,20-39,Graves,0.0
2020-05-02,20-39,Graves,0.0
2020-05-03,20-39,Graves,0.0
2020-05-04,20-39,Graves,0.0
2020-05-05,20-39,Graves,0.0
2020-05-06,20-39,Graves,0.0
2020-05-07,20-39,Graves,0.0
2020-05-08,20-39,Graves,0.0
2020-05-09,20-39,Graves,0.0
2020-05-10,20-39,Graves,0.0
2020-05-11,20-39,Graves,0.0
2020-05-12,20-39,Graves,0.0
2020-05-13,20-39,Graves,0.0
2020-05-14,20-39,Graves,0.0
2020-05-15,20-39,Graves,0.0
2020-05-16,20-39,Graves,0.0
2020-05-17,20-39,Graves,0.0
2020-05-18,20-39,Graves,0.0
2020-05-19,20-39,Graves,0.0
2020-05-20,20-39,Graves,0.0
2020-05-21,20-39,Graves,0.0
2020-05-22,20-39,Graves,0.0
2020-05-23,20-39,Graves,0.0
2020-05-24,20-39,Graves,0.0
2020-05-25,20-39,Graves,0.0
2020-05-26,20-39,Graves,0.0
2020-05-27,20-39,Graves,0.0
2020-05-28,20-39,Graves,0.0
2020-05-29,20-39,Graves,0.0
2020-05-30,20-39,Graves,0.0
2020-05-31,20-39,Graves,6.171315724512466e-05
2020-06-01,20-39,Graves,6.171315724512466e-05
2020-06-02,20-39,Graves,6.171315724512466e-05
2020-06-03,20-39,Graves,6.171315724512466e-05
2020-06-04,20-39,Graves,6.171315724512466e-05
2020-06-05,20-39,Graves,6.171315724512466e-05
2020-06-06,20-39,Graves,6.171315724512466e-05
2020-06-07,20-39,Graves,6.171315724512466e-05
2020-06-08,20-39,Graves,6.171315724512466e-05
2020-06-09,20-39,Graves,6.171315724512466e-05
2020-06-10,20-39,Graves,6.171315724512466e-05
2020-06-11,20-39,Graves,6.171315724512466e-05
2020-06-12,20-39,Graves,6.171315724512466e-05
2020-06-13,20-39,Graves,6.171315724512466e-05
2020-06-14,20-39,Graves,0.00012342631449024932
2020-06-15,20-39,Graves,0.00012342631449024932
2020-06-16,20-39,Graves,6.171315724512466e-05
2020-06-17,20-39,Graves,6.171315724512466e-05
2020-06-18,20-39,Graves,6.171315724512466e-05
2020-06-19,20-39,Graves,6.171315724512466e-05
2020-06-20,20-39,Graves,6.171315724512466e-05
2020-06-21,20-39,Graves,6.171315724512466e-05
2020-06-22,20-39,Graves,6.171315724512466e-05
2020-06-23,20-39,Graves,6.171315724512466e-05
2020-06-24,20-39,Graves,6.171315724512466e-05
2020-06-25,20-39,Graves,6.171315724512466e-05
2020-06-26,20-39,Graves,0.0
2020-06-27,20-39,Graves,0.0
2020-06-28,20-39,Graves,0.0
2020-06-29,20-39,Graves,0.0
2020-06-30,20-39,Graves,0.0
2020-07-01,20-39,Graves,0.0
2020-07-02,20-39,Graves,0.0
2020-07-03,20-39,Graves,0.0
2020-07-04,20-39,Graves,0.0
2020-07-05,20-39,Graves,0.0
2020-07-06,20-39,Graves,0.0
2020-07-07,20-39,Graves,0.0
2020-07-08,20-39,Graves,0.0
2020-07-09,20-39,Graves,0.0
2020-07-10,20-39,Graves,0.0
2020-07-11,20-39,Graves,0.0
2020-07-12,20-39,Graves,0.0
2020-07-13,20-39,Graves,0.0
2020-07-14,20-39,Graves,0.0
2020-07-15,20-39,Graves,0.0
2020-07-16,20-39,Graves,0.0
2020-07-17,20-39,Graves,0.0
2020-07-18,20-39,Graves,0.0
2020-07-19,20-39,Graves,6.171315724512466e-05
2020-07-20,20-39,Graves,6.171315724512466e-05
2020-07-21,20-39,Graves,0.00012342631449024932
2020-07-22,20-39,Graves,0.00012342631449024932
2020-07-23,20-39,Graves,0.00012342631449024932
2020-07-24,20-39,Graves,0.00012342631449024932
2020-07-25,20-39,Graves,0.00012342631449024932
2020-07-26,20-39,Graves,0.00012342631449024932
2020-07-27,20-39,Graves,0.00012342631449024932
2020-07-28,20-39,Graves,0.00012342631449024932
2020-07-29,20-39,Graves,0.00018513947173537398
2020-07-30,20-39,Graves,0.00018513947173537398
2020-07-31,20-39,Graves,0.00018513947173537398
2020-08-01,20-39,Graves,0.00024685262898049864
2020-08-02,20-39,Graves,0.00024685262898049864
2020-08-03,20-39,Graves,0.00037027894347074796
2020-08-04,20-39,Graves,0.00037027894347074796
2020-08-05,20-39,Graves,0.00037027894347074796
2020-08-06,20-39,Graves,0.00037027894347074796
2020-08-07,20-39,Graves,0.0004319921007158726
2020-08-08,20-39,Graves,0.00037027894347074796
2020-08-09,20-39,Graves,0.0004319921007158726
2020-08-10,20-39,Graves,0.00037027894347074796
2020-08-11,20-39,Graves,0.0004319921007158726
2020-08-12,20-39,Graves,0.0004937052579609973
2020-08-13,20-39,Graves,0.0004937052579609973
2020-08-14,20-39,Graves,0.0004937052579609973
2020-08-15,20-39,Graves,0.000555418415206122
2020-08-16,20-39,Graves,0.0007405578869414959
2020-08-17,20-39,Graves,0.0008022710441866206
2020-08-18,20-39,Graves,0.0006788447296963713
2020-08-19,20-39,Graves,0.0007405578869414959
2020-08-20,20-39,Graves,0.0008022710441866206
2020-08-21,20-39,Graves,0.0008639842014317452
2020-08-22,20-39,Graves,0.0008639842014317452
2020-08-23,20-39,Graves,0.00092569735867687
2020-08-24,20-39,Graves,0.0008639842014317452
2020-08-25,20-39,Graves,0.0008639842014317452
2020-08-26,20-39,Graves,0.0008639842014317452
2020-08-27,20-39,Graves,0.00092569735867687
2020-08-28,20-39,Graves,0.0008639842014317452
2020-08-29,20-39,Graves,0.00092569735867687
2020-08-30,20-39,Graves,0.0009874105159219946
2020-08-31,20-39,Graves,0.00092569735867687
2020-09-01,20-39,Graves,0.00092569735867687
2020-09-02,20-39,Graves,0.0009874105159219946
2020-09-03,20-39,Graves,0.0008639842014317452
2020-09-04,20-39,Graves,0.00092569735867687
2020-09-05,20-39,Graves,0.0008639842014317452
2020-09-06,20-39,Graves,0.0009874105159219946
2020-09-07,20-39,Graves,0.0009874105159219946
2020-09-08,20-39,Graves,0.0010491236731671192
2020-09-09,20-39,Graves,0.00092569735867687
2020-09-10,20-39,Graves,0.00092569735867687
2020-09-11,20-39,Graves,0.0008639842014317452
2020-09-12,20-39,Graves,0.0008639842014317452
2020-09-13,20-39,Graves,0.0008022710441866206
2020-09-14,20-39,Graves,0.0008639842014317452
2020-09-15,20-39,Graves,0.0008639842014317452
2020-09-16,20-39,Graves,0.0008639842014317452
2020-09-17,20-39,Graves,0.00092569735867687
2020-09-18,20-39,Graves,0.0010491236731671192
2020-09-19,20-39,Graves,0.00092569735867687
2020-09-20,20-39,Graves,0.0009874105159219946
2020-09-21,20-39,Graves,0.0008022710441866206
2020-03-06,40-59,Graves,0.0
2020-03-07,40-59,Graves,0.0
2020-03-08,40-59,Graves,0.0
2020-03-09,40-59,Graves,0.0
2020-03-10,40-59,Graves,0.0
2020-03-11,40-59,Graves,0.0
2020-03-12,40-59,Graves,0.0
2020-03-13,40-59,Graves,0.0
2020-03-14,40-59,Graves,0.0
2020-03-15,40-59,Graves,0.0
2020-03-16,40-59,Graves,0.0
2020-03-17,40-59,Graves,0.0
2020-03-18,40-59,Graves,0.0
2020-03-19,40-59,Graves,0.0
2020-03-20,40-59,Graves,0.0
2020-03-21,40-59,Graves,0.0
2020-03-22,40-59,Graves,0.0
2020-03-23,40-59,Graves,0.0
2020-03-24,40-59,Graves,0.0
2020-03-25,40-59,Graves,0.0
2020-03-26,40-59,Graves,0.0
2020-03-27,40-59,Graves,8.911861687906604e-05
2020-03-28,40-59,Graves,8.911861687906604e-05
2020-03-29,40-59,Graves,8.911861687906604e-05
2020-03-30,40-59,Graves,8.911861687906604e-05
2020-03-31,40-59,Graves,8.911861687906604e-05
2020-04-01,40-59,Graves,8.911861687906604e-05
2020-04-02,40-59,Graves,8.911861687906604e-05
2020-04-03,40-59,Graves,0.00017823723375813208
2020-04-04,40-59,Graves,0.00017823723375813208
2020-04-05,40-59,Graves,0.00017823723375813208
2020-04-06,40-59,Graves,0.00017823723375813208
2020-04-07,40-59,Graves,0.00017823723375813208
2020-04-08,40-59,Graves,0.0002673558506371981
2020-04-09,40-59,Graves,0.0002673558506371981
2020-04-10,40-59,Graves,0.0002673558506371981
2020-04-11,40-59,Graves,0.0002673558506371981
2020-04-12,40-59,Graves,0.0002673558506371981
2020-04-13,40-59,Graves,0.0002673558506371981
2020-04-14,40-59,Graves,0.0002673558506371981
2020-04-15,40-59,Graves,0.0002673558506371981
2020-04-16,40-59,Graves,0.0002673558506371981
2020-04-17,40-59,Graves,0.0002673558506371981
2020-04-18,40-59,Graves,0.00017823723375813208
2020-04-19,40-59,Graves,0.00017823723375813208
2020-04-20,40-59,Graves,0.00017823723375813208
2020-04-21,40-59,Graves,8.911861687906604e-05
2020-04-22,40-59,Graves,8.911861687906604e-05
2020-04-23,40-59,Graves,8.911861687906604e-05
2020-04-24,40-59,Graves,8.911861687906604e-05
2020-04-25,40-59,Graves,0.0
2020-04-26,40-59,Graves,0.0
2020-04-27,40-59,Graves,0.0
2020-04-28,40-59,Graves,0.0
2020-04-29,40-59,Graves,0.0
2020-04-30,40-59,Graves,0.0
2020-05-01,40-59,Graves,0.0
2020-05-02,40-59,Graves,0.0
2020-05-03,40-59,Graves,0.0
2020-05-04,40-59,Graves,0.0
2020-05-05,40-59,Graves,0.0
2020-05-06,40-59,Graves,0.0
2020-05-07,40-59,Graves,0.0
2020-05-08,40-59,Graves,0.0
2020-05-09,40-59,Graves,0.0
2020-05-10,40-59,Graves,0.0
2020-05-11,40-59,Graves,0.0
2020-05-12,40-59,Graves,0.0
2020-05-13,40-59,Graves,0.0
2020-05-14,40-59,Graves,0.0
2020-05-15,40-59,Graves,0.0
2020-05-16,40-59,Graves,0.0
2020-05-17,40-59,Graves,0.0
2020-05-18,40-59,Graves,0.0
2020-05-19,40-59,Graves,0.0
2020-05-20,40-59,Graves,0.0
2020-05-21,40-59,Graves,0.0
2020-05-22,40-59,Graves,0.0
2020-05-23,40-59,Graves,0.0
2020-05-24,40-59,Graves,0.0
2020-05-25,40-59,Graves,0.0
2020-05-26,40-59,Graves,0.0
2020-05-27,40-59,Graves,0.0
2020-05-28,40-59,Graves,0.0
2020-05-29,40-59,Graves,0.0
2020-05-30,40-59,Graves,0.0
2020-05-31,40-59,Graves,0.0
2020-06-01,40-59,Graves,0.0
2020-06-02,40-59,Graves,0.0
2020-06-03,40-59,Graves,0.0
2020-06-04,40-59,Graves,0.0
2020-06-05,40-59,Graves,0.0
2020-06-06,40-59,Graves,0.0
2020-06-07,40-59,Graves,0.0
2020-06-08,40-59,Graves,0.0
2020-06-09,40-59,Graves,0.0
2020-06-10,40-59,Graves,0.0
2020-06-11,40-59,Graves,0.0
2020-06-12,40-59,Graves,0.0
2020-06-13,40-59,Graves,0.0
2020-06-14,40-59,Graves,0.0
2020-06-15,40-59,Graves,0.0
2020-06-16,40-59,Graves,0.0
2020-06-17,40-59,Graves,0.0
2020-06-18,40-59,Graves,0.0
2020-06-19,40-59,Graves,0.0
2020-06-20,40-59,Graves,0.0
2020-06-21,40-59,Graves,0.0
2020-06-22,40-59,Graves,0.0
